age,income,credit_score,loan_amount,approved
57,67442,824,7993,0
37,91188,593,46744,0
60,36761,499,43637,0
60,82188,617,27195,0
32,31176,499,46845,1
41,77498,592,9890,1
60,68329,579,27415,0
39,45639,391,10668,0
23,87752,363,48133,1
38,47415,443,32257,0
39,52657,534,38062,1
67,58217,723,48366,0
26,72622,613,40276,1
36,37900,422,44012,0
28,31242,352,23975,0
68,57191,326,41795,0
38,67601,673,39934,1
68,84930,335,39535,0
63,37910,440,1168,0
59,34978,487,34711,0
69,69940,753,7981,1
69,33606,478,3506,0
32,52031,313,4404,0
65,27421,558,49321,1
30,75729,333,5016,0
27,22548,531,35177,0
66,27252,492,26918,1
21,67624,809,25460,1
69,98385,487,9914,1
56,90144,796,5470,0
41,26745,627,43264,0
57,55830,404,44887,1
44,58049,590,38861,0
45,57530,541,13903,1
27,50222,396,47929,1
62,29640,791,6660,0
37,53734,414,44556,0
49,75228,609,33586,0
50,77707,409,42326,1
27,43565,491,44756,1
53,64054,411,32062,1
27,73568,602,3646,1
44,86045,655,32266,0
31,92351,401,49302,1
29,77647,614,23717,1
32,78312,493,3833,1
55,62398,373,44320,0
24,80865,706,28571,0
56,52408,591,40496,1
48,84225,483,45591,1
33,98812,657,35835,0
43,23500,398,18367,0
39,71351,824,36024,0
62,32546,765,21588,0
57,73053,503,12147,1
59,60526,704,32136,0
44,58153,439,19373,1
36,20229,617,41541,0
53,71638,675,3117,0
32,44725,519,33022,1
54,53677,648,44053,0
27,97256,722,39534,1
31,70129,532,47105,1
51,51879,599,49322,1
49,24717,431,46880,1
33,98771,725,40704,0
51,25189,533,3242,1
22,97508,389,29326,0
59,21865,803,43924,1
35,24540,716,44125,0
31,77441,751,43805,1
54,98000,769,39086,1
59,57582,347,31092,0
24,99132,522,8210,0
31,39906,765,45502,1
49,40802,359,14995,0
22,92354,579,32750,1
36,84761,316,36337,1
59,77276,620,28837,0
33,94573,376,33484,1
57,89721,770,41992,1
37,56994,842,7461,0
41,27692,400,2140,1
64,78396,839,16437,1
39,39999,843,25002,0
27,92341,562,45934,1
58,23157,505,22027,0
28,54873,779,44877,0
33,57944,372,38237,1
57,53761,737,14002,0
22,99241,841,22091,0
61,51678,713,23671,1
31,39282,512,1592,0
44,75008,366,23546,0
26,32793,721,3210,1
46,46542,768,6413,1
27,59814,670,39073,1
59,35637,663,9367,0
39,94774,699,32733,1
26,69757,559,15182,1
63,68179,344,4930,0
49,29256,586,44706,1
63,74947,839,8218,0
59,20517,628,11176,1
22,97961,614,18217,1
39,34676,718,10332,0
24,72959,604,32027,0
26,30781,528,1334,0
69,84758,485,30045,1
57,45678,417,48098,0
48,90328,425,15656,0
50,69962,431,49069,0
27,97491,460,48773,1
29,65528,645,46483,1
45,28268,383,26562,0
53,38693,341,27919,0
21,45601,734,48703,0
26,89975,465,49049,1
38,68139,726,45146,0
30,33227,347,26941,0
48,63701,341,25334,1
31,91925,484,5343,0
53,82425,531,12540,0
21,65229,700,46146,1
33,45268,436,49376,0
57,97776,819,1046,1
40,82448,532,22709,0
21,86868,667,21803,1
23,31229,692,31551,1
38,65292,801,1588,0
61,26300,666,24812,1
34,59934,410,2127,1
51,45820,560,49032,1
47,85873,363,35425,1
37,56062,799,24404,0
66,69488,359,1484,0
49,33445,388,40735,1
56,21867,655,18702,0
57,86030,668,28986,0
46,24642,791,16849,0
37,28352,704,19898,0
42,22036,317,32902,1
45,84092,667,11997,0
22,34722,556,20533,1
42,68324,520,33216,1
25,36186,572,16879,0
24,79085,676,8043,0
56,78897,546,42710,1
26,22281,689,40044,0
41,62828,546,33675,1
33,21601,472,20307,0
57,64787,627,40173,1
45,21299,422,41423,1
46,78054,766,29772,0
59,34794,530,4688,0
40,73319,611,42593,1
53,36026,775,22970,0
34,38430,489,18897,1
56,67785,800,15762,1
37,41858,586,22201,1
41,23332,620,25340,1
66,53871,360,35148,1
36,88713,437,26787,0
66,48170,425,28946,1
36,83455,491,46493,1
40,58809,513,3512,1
49,94263,492,38588,1
48,59828,322,45534,1
28,65329,682,30628,0
44,83206,455,15408,1
23,44708,392,40026,0
45,35956,429,14414,0
39,83756,726,34587,0
53,99268,524,34026,0
22,82809,311,12845,0
35,24089,647,9339,0
42,50788,373,20662,1
30,99535,410,21077,0
38,94478,781,41695,1
42,35840,496,44589,0
66,23250,490,15750,0
69,75714,363,1911,0
47,87794,793,20484,1
33,75509,364,9469,1
53,30768,559,14991,1
25,84684,468,26499,0
46,67999,476,22966,0
33,38167,444,46959,0
47,70245,354,48168,1
34,68505,838,15493,1
44,25117,435,2977,1
23,60706,671,43241,1
67,30333,322,47512,0
69,34922,837,6572,1
50,77861,461,18163,1
55,45317,459,36076,1
68,91656,817,15049,0
34,22477,676,13491,1
32,26137,614,41702,0
48,55644,516,13058,1
64,58597,563,28201,0
49,28595,639,37016,0
63,45902,761,41931,0
37,66261,460,28180,0
60,26686,613,33293,0
69,63109,430,14762,1
41,83039,378,23841,1
43,79737,766,20811,1
40,71802,364,32559,1
31,70029,718,16425,1
54,54654,351,37661,1
30,86839,325,45700,1
30,70892,326,35796,1
63,84936,579,6976,1
26,92988,803,44248,1
56,46474,636,3051,1
44,58886,438,15774,1
32,34426,691,23153,1
63,53335,533,38931,1
43,50541,731,18344,0
47,94916,587,3946,1
65,97340,328,33829,0
57,24965,405,48077,1
26,85704,803,42309,1
21,64124,476,33772,0
26,88207,683,40306,1
42,36762,597,6620,1
61,49904,565,22576,0
44,87468,453,29846,0
45,34213,375,17397,1
35,52961,470,30714,1
46,44839,399,6644,1
28,49942,573,37735,1
44,50325,597,25084,0
68,30207,511,8102,0
58,90152,301,49362,1
26,93414,588,30249,0
55,34814,508,28421,0
62,37684,745,24702,1
21,55968,490,3239,1
66,23373,321,21096,0
56,35178,572,46382,1
32,45956,430,28585,0
58,84683,588,33406,1
31,60692,491,36186,1
32,64119,565,30340,0
62,24991,542,36725,1
59,25202,511,23532,1
27,40316,307,36274,1
31,49695,739,13141,0
56,23622,377,2056,1
51,80737,803,28740,1
53,77132,513,20269,1
33,21610,478,49556,0
38,61572,328,35569,1
61,36988,361,22752,1
44,86156,434,3003,1
29,35335,727,6192,0
51,22602,433,15992,0
61,75625,782,41675,0
30,81255,367,41069,0
22,80261,761,27678,0
58,35903,753,36200,1
35,31309,316,40178,1
23,55483,451,4434,0
63,28070,760,14712,1
51,53217,547,40163,0
26,81305,695,31920,1
23,35106,456,45687,0
31,53837,617,26140,0
35,24017,397,5186,0
65,49420,377,45520,1
48,33582,838,9549,1
30,99403,595,23791,0
58,95763,730,4528,0
67,70551,699,26484,1
27,97468,312,10218,0
35,30985,737,29721,0
38,26375,698,9501,1
38,35805,699,26143,0
61,37107,343,31867,1
44,62401,671,32840,0
22,93071,673,47988,0
60,57588,784,34395,1
40,36470,716,43617,1
54,44081,383,46015,1
63,26846,782,27161,0
46,89685,595,13393,1
27,49925,405,28479,0
58,73989,508,19714,1
50,88748,469,29059,0
62,89458,809,5067,1
25,67697,649,11681,1
31,42694,765,45670,0
21,26042,380,31751,1
54,28013,748,31214,0
21,51285,400,41334,0
39,62446,668,13109,1
22,72679,829,35210,1
41,78068,564,23707,0
40,23754,501,4111,0
43,31187,417,47962,0
41,57133,422,5086,0
44,86082,324,10054,1
24,56497,668,45269,0
32,75036,684,46253,0
42,68455,573,30938,1
40,24516,346,27010,0
38,86795,634,28551,1
21,43376,716,48883,1
50,88045,833,13061,1
53,64968,643,6719,0
44,32264,620,12989,0
34,37946,438,16619,1
56,51635,406,24506,0
25,95813,645,13248,0
31,46365,746,19948,1
44,44459,761,34155,0
51,83913,515,9328,0
33,89205,681,35422,1
36,76350,348,7706,0
44,36588,356,28109,0
33,35040,825,33353,1
44,37125,638,37039,1
46,50759,307,14258,1
22,92585,322,7113,1
36,57031,343,37589,0
58,76989,736,3911,0
66,24737,368,30087,1
21,70257,812,16024,0
69,30015,576,8940,0
31,79991,791,25095,1
55,56965,382,28103,1
63,35095,611,49960,0
49,35053,401,2733,1
57,51519,525,19406,1
37,83386,685,42112,0
59,72337,767,3413,1
62,43063,440,33845,1
48,91842,825,48176,1
49,32573,631,47619,1
63,37248,568,17881,1
23,36941,643,1599,0
30,98554,393,23472,0
62,33088,369,17419,1
34,36124,425,22734,1
32,23819,682,28492,1
67,31164,487,42712,0
62,52701,805,1489,0
50,69437,611,15135,0
52,97034,434,32649,1
52,52869,448,46634,1
62,56603,401,33276,1
52,24235,657,42892,1
46,32015,441,40977,0
21,34601,470,6795,1
62,27509,664,40745,0
22,59484,311,46584,1
37,36918,354,22045,0
50,60975,801,23632,0
59,61520,624,49028,0
27,55693,796,18812,0
47,46959,615,44026,0
29,20909,471,7556,0
42,95141,689,45930,1
54,20118,577,27598,0
66,48638,620,31539,0
69,88649,383,49875,1
21,38480,387,22682,1
29,27944,447,39745,0
40,55022,835,1806,0
39,68707,627,49798,0
56,75255,397,49327,0
60,86769,513,15498,1
65,48708,610,3171,1
24,50937,671,18915,0
29,78823,777,16358,0
61,58399,482,48513,0
42,85665,497,26242,1
38,38155,632,13151,0
32,40838,709,1278,0
62,43154,656,37416,0
63,64035,390,11865,1
59,50294,474,39107,1
29,90809,697,20701,1
26,94233,563,3638,0
39,25628,790,49972,0
68,65849,826,1999,0
67,45414,472,45774,0
27,90254,472,21313,1
36,39060,558,1494,0
25,20096,664,6781,1
36,31058,694,43740,1
21,32218,308,30640,0
57,36982,559,5475,0
59,80325,412,7144,1
39,89499,774,12406,0
57,66622,778,16284,0
37,43677,477,6213,1
46,64741,803,26029,1
42,86860,781,13983,1
28,47166,727,16640,1
53,63374,816,2354,0
22,66908,484,25637,0
50,86875,675,15477,1
67,68316,745,25944,1
40,32286,311,8544,1
38,83539,496,37378,1
63,49235,784,46788,1
30,97131,635,42727,1
44,79890,628,45264,0
24,45552,716,46056,1
57,33629,812,36645,0
24,66489,436,28447,0
33,78958,573,19623,0
45,78928,657,17148,1
33,58258,761,20047,0
38,32843,530,33868,0
44,43988,530,28873,0
22,53301,414,34601,1
68,27951,814,47583,1
53,95101,411,44436,0
39,48715,445,40282,0
29,72975,648,42915,1
48,81293,335,25593,0
55,69216,507,28309,0
59,57109,303,47589,0
30,57850,419,19464,1
21,66664,408,29915,1
62,96870,377,14578,0
41,39369,828,49050,0
29,80216,348,38596,0
67,40639,408,36356,1
35,84305,779,9128,0
55,38506,671,23378,0
25,83625,821,8980,0
61,98302,675,17958,0
42,92232,422,31387,0
61,82766,389,29982,1
43,23981,448,35168,1
27,39789,300,12023,1
43,20308,719,15338,0
64,93243,817,35729,1
45,55815,666,40367,1
47,46497,445,27360,1
61,63959,531,38521,0
26,54785,768,1828,0
54,33366,511,49186,0
29,57649,405,19949,1
69,46928,564,24532,1
53,44105,557,26589,0
26,39843,645,5876,1
57,90970,510,7741,1
51,53339,382,5178,1
54,97171,382,14227,1
61,86132,648,13167,1
49,41457,594,40117,1
34,70222,487,44606,1
56,88907,717,47104,0
56,20157,583,15528,1
35,78266,630,23336,0
28,23318,775,16476,1
46,98998,779,33270,0
56,79690,340,6682,0
68,94493,371,31846,1
41,97379,794,16194,0
48,88148,608,18979,1
24,40946,678,22277,1
36,32020,566,28848,1
42,98309,538,41024,1
32,50247,304,5641,1
36,20443,411,32335,0
60,58741,617,44815,0
58,37288,346,16726,0
62,22910,592,6642,1
57,64169,666,4278,0
49,37309,325,6618,0
38,97449,514,2308,0
30,34265,598,3781,0
62,44235,360,24050,1
59,75082,721,1384,0
38,78095,683,6584,0
21,94962,715,38834,0
59,22922,699,44420,0
41,78006,476,48294,1
21,60323,392,27605,0
35,47771,807,8883,0
24,29776,826,10707,0
40,86455,575,15938,0
30,57772,833,33035,0
43,73371,482,36528,0
61,40954,711,30278,1
54,40837,330,33472,1
66,95494,514,29731,0
68,25575,651,28681,0
53,71105,511,20133,0
54,71720,484,13303,0
59,93481,470,32638,1
30,74080,531,22792,1
40,96399,373,16485,1
21,52309,552,42983,1
33,42954,597,11639,1
21,69594,373,22582,0
25,53368,733,10940,0
36,97670,498,47221,0
35,31580,383,22268,1
69,40966,516,26815,1
48,88322,760,13664,1
51,35231,536,41546,0
43,31840,760,38861,0
68,22052,810,7982,1
65,53399,557,47238,0
63,88978,528,9213,0
37,21754,597,37888,1
69,95306,804,10773,0
54,99035,739,2065,1
33,85525,472,36322,1
34,20025,461,34113,0
31,30401,752,43933,0
48,26553,319,15236,1
62,91295,371,5910,0
52,27755,701,32301,0
55,98920,743,34234,1
51,53897,672,44505,0
37,65064,607,4383,1
67,58409,836,29873,0
29,75049,583,33611,1
30,66669,789,30231,1
28,34371,644,13082,0
41,92905,575,37970,1
33,89431,625,41137,0
25,99989,848,36279,1
26,24797,315,12150,1
50,65809,482,3416,1
51,87364,492,48329,0
37,95263,313,6037,1
31,98053,323,7247,1
40,36943,535,6941,0
68,46831,802,16310,0
29,62044,554,10792,0
22,44814,676,15839,1
57,93586,614,40357,1
21,80258,606,45485,1
24,79439,408,22498,0
56,95199,574,42106,1
45,92436,617,46573,0
23,58355,544,5547,1
29,79389,721,2673,1
42,35784,430,38495,1
43,23683,724,17554,1
32,93932,444,46622,1
30,27347,642,9572,0
54,63097,518,3678,1
63,76499,496,4317,0
30,34072,377,43632,1
50,32026,670,6815,0
42,72832,394,42680,0
26,60966,688,38096,1
22,51041,814,40899,0
50,89034,346,10072,1
22,52256,457,16499,1
52,34905,570,48464,0
62,87673,721,16206,0
36,74100,327,23287,0
32,90996,476,45485,1
21,59666,386,3606,1
28,98258,567,21923,0
68,92750,353,11302,1
33,33310,382,22789,1
35,47943,843,25300,1
64,51917,684,48187,1
28,74666,822,21484,0
30,21702,522,6774,0
66,77873,585,41825,0
25,40058,743,25350,1
39,61262,388,28212,0
67,34537,828,21906,1
58,97795,460,37874,0
31,40635,457,19175,0
63,48544,568,19482,1
40,85549,679,35187,0
40,71955,331,48606,1
41,57308,386,19804,0
38,93626,392,10170,1
30,22169,809,6522,1
54,30423,815,43880,0
46,62803,388,10869,0
50,28017,453,37176,0
29,63678,457,48681,1
66,77392,717,6734,0
51,52948,552,34189,0
62,97147,588,8124,0
24,52219,458,9371,1
26,50860,611,10622,0
34,41063,734,15429,1
24,67574,653,3624,1
46,99601,564,12470,1
67,44324,307,18827,1
68,86822,406,32961,0
59,61666,368,48605,0
37,44869,739,18213,0
39,91164,437,11938,1
69,49093,657,7593,0
26,66650,819,47260,0
49,86196,367,37332,0
31,68016,445,35570,1
36,39562,549,13906,0
50,88925,683,3671,1
45,75553,767,19569,0
60,77279,810,21483,0
31,55608,793,12154,0
27,80840,814,33473,0
46,30770,663,1465,1
42,75461,698,41959,1
45,46627,419,46419,1
39,26146,354,48701,1
51,79753,369,5669,1
46,72079,793,12470,0
62,78074,655,44947,0
61,82507,767,43495,0
56,43251,587,29448,1
43,51896,536,28049,0
67,59113,517,8562,1
33,73711,827,8891,1
45,33322,569,8642,1
22,27747,617,30941,0
22,78697,563,43354,1
36,55903,643,44150,0
29,87813,776,40554,1
48,60970,820,27575,1
33,87192,341,20571,1
55,62207,317,22940,1
61,70812,509,24075,0
33,52403,731,36098,1
51,54531,629,29913,1
41,84009,575,46186,1
52,35413,721,11370,0
54,60633,447,37438,1
28,92446,349,14121,1
61,80032,432,3235,0
68,55385,404,42381,0
22,93637,591,32203,1
58,70578,531,45156,1
52,93603,400,2665,1
60,48235,558,3162,0
48,90744,591,21942,0
57,95961,411,39721,1
61,48485,344,5195,0
21,33182,782,10691,0
61,91758,456,9909,1
30,34480,524,27594,0
24,76960,372,1903,1
55,71213,471,11847,0
30,83094,719,2811,1
67,65057,713,48977,1
31,55061,535,27866,0
34,35789,538,5174,1
58,49107,679,25766,1
32,46287,756,12929,1
65,35014,815,1824,1
37,28574,503,47802,0
36,58597,718,5923,0
55,37467,383,43515,0
22,63477,513,37978,1
31,74354,690,37121,0
61,97897,658,40928,0
23,84965,672,3527,0
49,41880,357,21246,1
38,47251,736,28583,1
40,72546,817,23029,1
67,64016,385,15421,1
34,46889,447,1733,1
54,45979,774,25155,1
69,81516,434,36365,1
51,68741,417,33551,0
60,85035,835,18592,1
62,77133,678,37594,1
38,33360,563,12138,1
50,86939,622,42719,0
45,56088,310,28874,0
39,34020,562,13227,0
28,27420,323,39454,0
48,53637,440,38862,0
28,59210,753,22857,0
51,51453,530,20564,1
23,29275,415,11954,1
23,50052,579,15668,1
64,53741,849,7721,1
42,51613,498,16011,0
37,68162,582,9116,0
56,52199,585,41605,1
37,37572,427,40349,1
34,25147,506,27527,1
29,23443,557,45750,1
50,91220,810,20798,0
41,33595,363,9110,0
32,86857,440,17525,0
57,34810,406,42025,1
52,26740,512,8129,1
31,52712,315,15521,0
40,25468,687,1038,1
55,99054,557,21906,1
67,32704,413,37382,1
66,85974,837,9255,1
31,85700,337,10473,0
28,25678,324,34066,0
24,84882,351,13031,0
47,76987,390,23055,1
64,56105,437,15393,1
60,37371,508,30523,0
58,55297,360,7229,1
67,48753,410,48372,0
50,25756,557,3559,0
64,60873,434,45499,0
68,80630,359,43091,1
68,44603,488,8926,1
47,43308,635,43206,0
41,51256,326,26494,1
40,75814,300,1746,1
24,52961,385,21701,0
31,71641,379,33492,1
33,46433,847,25904,0
29,49731,763,47502,0
24,26401,707,38545,0
32,38445,700,25820,0
29,95418,766,7687,0
33,81012,474,43791,1
68,91819,358,5094,0
46,45970,705,13363,0
58,82890,786,40627,0
62,31360,582,33858,1
33,74613,755,42261,1
59,84357,521,26113,0
48,52235,826,34162,0
39,93135,484,20463,1
44,30428,340,9870,0
39,67185,728,39926,0
69,89419,549,8939,1
33,57821,784,21672,1
33,68001,529,11914,1
48,97660,303,46556,1
22,59633,748,1005,0
30,34407,810,31834,1
42,38080,816,41001,0
33,93860,345,35542,0
29,27407,630,1978,1
53,60013,425,13382,1
34,57433,436,41116,0
68,83948,488,3770,0
40,24220,442,43999,1
35,82474,725,27518,0
52,97267,477,41904,1
53,96716,649,7162,1
37,42554,776,34292,0
44,98030,734,10149,1
50,97021,525,25839,0
33,85847,577,3424,1
67,46361,393,37669,0
68,35980,629,22595,0
36,70748,749,20802,0
22,85657,777,40479,1
37,53518,449,46172,0
52,69257,809,22797,1
63,26934,646,40752,1
28,94787,576,41718,1
23,97895,330,35365,0
32,32855,676,45333,1
40,37628,337,39305,0
36,43249,655,20992,0
34,56050,566,3506,0
36,22275,589,41206,0
69,20765,528,3521,1
63,73734,319,15501,0
69,57834,362,6280,1
53,46999,791,38730,1
50,59142,469,2005,1
32,97419,312,3458,0
35,29295,688,29083,0
38,76929,647,32563,1
48,49867,656,1723,0
43,26286,470,18675,0
34,46290,497,7521,0
50,24149,468,18145,1
53,79587,456,45452,0
65,87881,623,29677,0
35,41933,509,22459,1
27,94306,495,9654,1
35,38082,569,46438,0
62,30863,361,20803,1
66,26984,797,12041,1
58,75189,416,49083,1
66,58024,712,5613,0
64,69430,600,38051,1
31,87004,626,31873,0
49,29132,839,37016,1
51,55086,614,29798,1
45,34462,821,20597,0
44,66349,576,12155,1
39,42323,303,27025,1
22,38167,480,11988,1
42,30067,384,15328,0
40,75782,785,44376,1
53,81987,836,28584,1
28,23226,831,21054,1
45,97456,498,2853,0
66,45561,395,17271,0
29,56738,395,21902,0
54,95794,388,34682,0
43,51655,817,10095,0
25,38854,809,3711,0
45,75046,823,22364,0
28,68675,327,21727,0
36,95411,574,29687,1
68,64133,764,43380,1
65,55915,398,47193,0
35,83388,752,21893,0
21,97789,591,18548,0
42,48737,600,27324,1
23,27901,841,42298,1
58,30001,473,11394,0
34,51811,485,34259,0
56,79489,329,41997,1
38,57896,550,12442,0
67,80919,739,30327,0
61,60927,512,47807,0
38,52330,643,19942,1
23,91696,336,42899,1
30,63570,645,40025,0
69,46851,793,14744,1
59,41185,396,10615,1
67,95543,835,33010,1
21,90893,624,23479,0
47,76700,643,7158,1
47,90300,385,26785,1
31,80723,460,15673,1
69,30037,316,24569,1
25,54105,543,46794,1
27,25420,517,20652,0
39,29779,305,16169,0
49,31444,680,24837,1
35,87062,534,4736,1
55,64527,683,18770,0
67,92623,423,34630,0
57,28793,359,16826,1
32,56382,800,35806,1
50,22149,309,33737,0
40,61347,827,19641,0
57,72832,725,29646,0
23,99551,446,3543,0
29,39666,756,1928,1
61,22696,304,3178,1
59,52173,798,32249,1
46,32626,804,33099,1
22,67287,586,26011,0
43,73303,506,14147,0
43,64793,849,41223,0
41,51291,555,35980,1
36,66207,318,11310,0
29,53484,462,43267,1
33,25758,474,30727,0
48,84495,542,9360,0
47,52251,816,34187,0
37,72807,402,29757,0
58,96719,545,39672,0
56,71774,447,24561,0
21,94615,832,32578,0
38,71641,475,46584,1
29,38306,718,15687,0
33,91814,412,38609,0
60,77267,467,42098,1
65,77201,832,42260,1
35,56797,379,3904,0
63,23063,527,48230,0
64,63147,336,4705,1
66,78827,626,29214,1
24,89428,451,40118,1
53,40604,477,47340,1
44,46484,481,45663,1
56,62330,767,45794,1
61,79321,408,42001,1
30,69127,455,7867,0
56,35828,559,39722,0
40,24957,695,15683,1
61,38671,559,9322,1
65,78580,570,41932,1
64,78550,711,32675,0
31,94232,336,25013,0
32,98348,692,2643,1
38,95131,523,10393,0
50,95495,494,1788,1
64,35383,666,18624,0
68,28892,377,5488,0
57,47780,836,31395,0
40,39389,837,32691,1
45,65081,607,23539,0
32,33095,671,3359,0
41,90757,684,5612,0
45,46634,413,37316,1
31,68239,576,35406,0
29,23677,761,31896,1
45,63779,371,17668,1
55,67873,708,10462,1
52,92870,829,12360,0
69,64752,314,26223,0
34,79798,341,37091,0
21,57932,319,44873,1
37,94569,315,32070,1
45,85820,392,40929,1
28,76763,380,13672,0
25,60291,377,33674,1
25,98248,797,10682,0
61,52297,794,2014,1
55,50591,325,39573,1
39,42968,755,13598,1
43,44475,376,16469,0
29,73603,613,9297,0
50,39350,651,19974,0
36,93291,500,11524,1
53,99739,602,13202,1
22,43519,626,21436,0
34,86776,422,33328,0
66,89695,477,11784,1
21,30780,601,29852,0
46,28661,307,33562,0
45,48512,301,5361,0
36,38403,445,33576,1
35,62983,847,2376,0
46,62549,781,21966,1
67,68719,341,34681,1
64,90849,657,6994,1
36,95788,520,16852,0
34,89853,348,45604,0
49,45456,659,24771,0
44,78095,753,25251,1
67,28461,327,36481,1
35,47945,392,22488,1
39,66690,516,48146,0
28,90363,783,7931,1
54,98439,838,7815,1
22,39887,397,41565,0
47,50103,607,42482,0
30,99936,717,12245,1
55,54843,599,30803,0
43,70464,653,46671,0
69,99726,409,5413,1
28,51869,826,49750,1
48,67852,803,49639,1
43,65301,401,34910,0
24,67491,483,27624,0
34,67369,518,5875,1
62,94531,428,34080,0
49,67331,619,4144,1
21,48911,781,40239,0
24,26521,547,31202,1
52,59123,367,49339,1
53,72871,569,40030,0
69,51514,391,33644,1
46,57539,794,33789,0
37,55464,828,28603,1
59,65226,691,46176,1
43,66231,813,3404,1
52,91332,739,20009,1
35,53576,738,45291,0
33,23293,496,13957,0
22,23459,654,48892,0
39,38803,513,45981,1
44,89760,406,40866,0
65,27571,507,21292,0
44,45772,308,38382,1
31,73719,441,4659,1
42,34171,833,11344,0
35,95253,711,41493,1
30,91773,393,32949,1
61,29236,641,37859,0
47,63113,587,2830,0
29,66927,566,25770,1
48,58087,831,37822,0
21,38251,524,2638,0
37,33850,468,42175,0
51,66003,622,14992,1
64,24949,394,43976,0
30,50581,661,31751,0
57,92108,763,34443,1
49,46553,810,36714,0
38,49733,566,39341,1
67,98125,625,23367,1
58,69790,432,46751,0
59,95650,661,40530,0
69,20645,648,24619,1
26,91420,846,20596,1
60,43052,567,28568,0
32,97997,343,35026,1
34,46574,577,39242,0
64,67471,438,5587,0
30,67904,610,44822,0
40,79710,536,38911,0
35,25224,565,16399,1
51,66318,469,8480,0
